"Newbie" "Age" "Gender" "Household.Income" "Sexual.Preference" "Education.Attainment" "Major.Occupation" "Marital.Status"
0 24 "Female" "$20-29" "Heterosexual" "Other" "Computer" "Single"
1 43 "Male" "$30-39" "Heterosexual" "High School" "Other" "Divorced"
1 29 "Male" "$75-99" "Heterosexual" "Some College" "Professional" "Married"
0 25 "Female" "$20-29" "Heterosexual" "Some College" "Other" "Married"
1 41 "Male" "$40-49" "Heterosexual" "Masters" "Professional" "Married"
0 23 "Male" "$30-39" "Heterosexual" "Some College" "Other" "Single"
0 28 "Male" "$50-74" "Heterosexual" "College" "Computer" "Single"
1 39 "Female" "$20-29" "Heterosexual" "Some College" "Management" "Other"
1 45 "Female" "$20-29" "Heterosexual" "Some College" "Professional" "Separated"
1 41 "Female" "$75-99" "Heterosexual" "Masters" "Education" "Married"
1 41 "Female" "$50-74" "Heterosexual" "High School" "Management" "Married"
0 36 "Male" "Over $100" "Heterosexual" "Masters" "Computer" "Married"
0 36 "Male" "$50-74" "Heterosexual" "Masters" "Professional" "Married"
0 29 "Male" "$50-74" "Heterosexual" "Masters" "Education" "Married"
0 37 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Single"
1 51 "Male" "Over $100" "Heterosexual" "Some College" "Management" "Married"
0 25 "Male" "$20-29" "Heterosexual" "Masters" "Management" "Single"
1 23 "Female" "$50-74" "Heterosexual" "Special" "Other" "Other"
1 49 "Female" "$30-39" "Heterosexual" "High School" "Other" "Married"
0 54 "Male" "Over $100" "Heterosexual" "Masters" "Professional" "Married"
0 20 "Male" "$20-29" "Heterosexual" "Some College" "Computer" "Single"
0 30 "Male" "$30-39" "Heterosexual" "Some College" "Other" "Single"
0 52 "Male" "$30-39" "Heterosexual" "Masters" "Professional" "Married"
0 27 "Male" "Under $10" "Heterosexual" "College" "Education" "Single"
1 29 "Male" "$50-74" "Gay male" "College" "Management" "Single"
0 34 "Female" "$20-29" "Heterosexual" "Some College" "Education" "Married"
0 20 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 29 "Female" "$20-29" "Heterosexual" "High School" "Computer" "Divorced"
0 41 "Male" "$50-74" "Heterosexual" "Other" "Computer" "Divorced"
0 25 "Male" "$10-19" "Heterosexual" "Some College" "Computer" "Single"
1 53 "Male" "$40-49" "Heterosexual" "Masters" "Other" "Married"
0 47 "Male" "$75-99" "Heterosexual" "College" "Computer" "Divorced"
0 20 "Male" "$10-19" "Heterosexual" "Some College" "Professional" "Single"
0 35 "Male" "$75-99" "Heterosexual" "Masters" "Education" "Married"
0 18 "Male" "$40-49" "Heterosexual" "High School" "Other" "Single"
0 43 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 22 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
0 40 "Male" "$30-39" "Heterosexual" "Masters" "Professional" "Married"
0 73 "Male" "$75-99" "Heterosexual" "Professional" "Professional" "Widowed"
0 36 "Male" "$75-99" "Heterosexual" "College" "Computer" "Single"
0 26 "Male" "$20-29" "Heterosexual" "Some College" "Other" "Single"
0 50 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 48 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 28 "Male" "$50-74" "Heterosexual" "Doctoral" "Other" "Other"
0 44 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Other"
0 27 "Male" "$40-49" "Heterosexual" "College" "Computer" "Single"
0 60 "Female" "$10-19" "Heterosexual" "Some College" "Other" "Married"
0 30 "Male" "$40-49" "Heterosexual" "Masters" "Computer" "Single"
0 23 "Male" "$10-19" "Heterosexual" "Some College" "Education" "Single"
1 18 "Male" "$20-29" "Heterosexual" "High School" "Education" "Single"
0 35 "Male" "$75-99" "Heterosexual" "Some College" "Computer" "Married"
0 48 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
0 24 "Male" "$20-29" "Heterosexual" "Some College" "Computer" "Single"
1 42 "Female" "Over $100" "Heterosexual" "Masters" "Other" "Married"
0 29 "Male" "$10-19" "Heterosexual" "Some College" "Education" "Single"
0 35 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
1 38 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 56 "Male" "$10-19" "Heterosexual" "Special" "Other" "Single"
0 40 "Male" "Over $100" "Heterosexual" "College" "Computer" "Other"
0 46 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 41 "Male" "$40-49" "Gay male" "College" "Computer" "Other"
0 33 "Male" "$20-29" "Heterosexual" "Professional" "Professional" "Single"
0 32 "Male" "$40-49" "Heterosexual" "College" "Other" "Married"
1 17 "Male" "$50-74" "Heterosexual" "High School" "Education" "Single"
0 46 "Male" "$50-74" "Heterosexual" "Professional" "Education" "Single"
1 41 "Male" "Over $100" "Heterosexual" "Professional" "Professional" "Married"
0 33 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Married"
0 30 "Female" "Over $100" "Heterosexual" "Masters" "Professional" "Married"
0 21 "Male" "$50-74" "Heterosexual" "High School" "Education" "Single"
0 22 "Female" "$10-19" "Heterosexual" "Some College" "Education" "Single"
1 11 "Female" "Over $100" "Transgender" "Doctoral" "Professional" "Other"
0 61 "Female" "$75-99" "Heterosexual" "Masters" "Computer" "Divorced"
0 28 "Female" "$20-29" "Heterosexual" "College" "Education" "Separated"
1 46 "Female" "$40-49" "Heterosexual" "Some College" "Professional" "Divorced"
0 24 "Female" "$20-29" "Heterosexual" "Masters" "Professional" "Single"
0 45 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
0 26 "Male" "$20-29" "Heterosexual" "College" "Computer" "Single"
0 48 "Male" "$75-99" "Heterosexual" "Masters" "Computer" "Married"
0 25 "Male" "$40-49" "Heterosexual" "College" "Management" "Married"
1 31 "Female" "$30-39" "Heterosexual" "Some College" "Other" "Married"
1 18 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 25 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
1 47 "Male" "$50-74" "Heterosexual" "Some College" "Other" "Married"
0 24 "Male" "$20-29" "Heterosexual" "High School" "Computer" "Single"
0 21 "Male" "$20-29" "Heterosexual" "Some College" "Computer" "Single"
0 32 "Male" "$50-74" "Heterosexual" "Masters" "Professional" "Other"
1 19 "Female" "$30-39" "Heterosexual" "Some College" "Education" "Single"
0 39 "Female" "$50-74" "Heterosexual" "College" "Professional" "Divorced"
0 35 "Female" "$75-99" "Heterosexual" "Some College" "Professional" "Single"
1 39 "Female" "$40-49" "Heterosexual" "Some College" "Other" "Married"
0 43 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Married"
1 21 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 42 "Male" "$50-74" "Heterosexual" "Doctoral" "Computer" "Married"
1 64 "Male" "$75-99" "Heterosexual" "Doctoral" "Professional" "Married"
0 19 "Male" "$30-39" "Heterosexual" "High School" "Computer" "Single"
1 18 "Female" "Under $10" "Heterosexual" "High School" "Education" "Single"
1 37 "Female" "$10-19" "Heterosexual" "Some College" "Other" "Separated"
0 61 "Female" "Over $100" "Heterosexual" "Masters" "Professional" "Married"
1 34 "Male" "$75-99" "Heterosexual" "Some College" "Computer" "Single"
0 23 "Female" "$20-29" "Heterosexual" "College" "Computer" "Single"
1 26 "Male" "$50-74" "Heterosexual" "Masters" "Education" "Married"
0 60 "Female" "$50-74" "Heterosexual" "College" "Other" "Married"
1 51 "Male" "Over $100" "Heterosexual" "College" "Management" "Married"
0 27 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
0 20 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
1 18 "Male" "$10-19" "Heterosexual" "High School" "Education" "Single"
0 57 "Male" "$50-74" "Heterosexual" "Special" "Professional" "Married"
0 28 "Male" "$40-49" "Heterosexual" "Professional" "Professional" "Married"
0 40 "Male" "Over $100" "Heterosexual" "Masters" "Management" "Married"
0 59 "Female" "$10-19" "Heterosexual" "College" "Other" "Divorced"
0 38 "Female" "$20-29" "Heterosexual" "Some College" "Other" "Married"
0 17 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Single"
0 25 "Male" "$75-99" "Heterosexual" "College" "Management" "Married"
0 22 "Male" "$75-99" "Heterosexual" "Some College" "Education" "Single"
1 35 "Female" "$30-39" "Heterosexual" "Some College" "Other" "Married"
0 45 "Male" "$30-39" "Heterosexual" "College" "Other" "Single"
0 45 "Male" "$50-74" "Heterosexual" "Some College" "Other" "Other"
0 40 "Male" "$20-29" "Heterosexual" "High School" "Management" "Single"
0 25 "Male" "$10-19" "Heterosexual" "College" "Education" "Single"
1 57 "Male" "$20-29" "Heterosexual" "Some College" "Other" "Married"
0 35 "Female" "$50-74" "Heterosexual" "College" "Education" "Married"
1 18 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 44 "Male" "Over $100" "Heterosexual" "Professional" "Professional" "Married"
0 36 "Male" "$75-99" "Gay male" "Some College" "Computer" "Other"
0 20 "Female" "$10-19" "Heterosexual" "Some College" "Management" "Married"
1 29 "Male" "$20-29" "Heterosexual" "Some College" "Professional" "Single"
1 40 "Female" "$75-99" "Heterosexual" "Special" "Computer" "Married"
0 27 "Male" "$20-29" "Heterosexual" "College" "Computer" "Other"
1 14 "Male" "$30-39" "Bisexual" "Grammar" "Education" "Single"
1 61 "Male" "$40-49" "Heterosexual" "Special" "Professional" "Married"
0 30 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Other"
0 49 "Male" "$30-39" "Heterosexual" "Some College" "Other" "Other"
0 28 "Female" "$20-29" "Heterosexual" "Some College" "Other" "Single"
0 16 "Male" "$50-74" "Heterosexual" "High School" "Education" "Single"
1 19 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
1 34 "Male" "$30-39" "Heterosexual" "College" "Professional" "Other"
0 37 "Male" "$30-39" "Heterosexual" "High School" "Professional" "Married"
0 48 "Male" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 45 "Male" "$75-99" "Heterosexual" "Doctoral" "Education" "Married"
0 19 "Male" "Over $100" "Heterosexual" "Some College" "Education" "Single"
0 52 "Male" "$50-74" "Heterosexual" "Some College" "Other" "Married"
0 17 "Male" "Over $100" "Heterosexual" "High School" "Education" "Single"
0 43 "Female" "$50-74" "Heterosexual" "Doctoral" "Education" "Other"
0 42 "Female" "$40-49" "Heterosexual" "Professional" "Professional" "Single"
0 32 "Male" "$10-19" "Heterosexual" "Special" "Professional" "Single"
1 49 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
1 53 "Male" "$20-29" "Heterosexual" "Special" "Other" "Married"
0 29 "Male" "$75-99" "Heterosexual" "Masters" "Computer" "Other"
0 55 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 28 "Male" "$20-29" "Heterosexual" "Doctoral" "Professional" "Single"
0 29 "Male" "$20-29" "Heterosexual" "Special" "Computer" "Single"
0 28 "Male" "$30-39" "Heterosexual" "College" "Professional" "Married"
0 25 "Male" "$10-19" "Heterosexual" "Some College" "Computer" "Other"
0 19 "Male" "Over $100" "Heterosexual" "Some College" "Education" "Single"
1 34 "Male" "$30-39" "Heterosexual" "Some College" "Professional" "Married"
0 16 "Female" "$40-49" "Heterosexual" "Grammar" "Education" "Single"
0 27 "Male" "$40-49" "Heterosexual" "Special" "Computer" "Single"
0 28 "Male" "Over $100" "Heterosexual" "College" "Management" "Other"
1 76 "Female" "$75-99" "Heterosexual" "Masters" "Other" "Married"
0 23 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Other"
0 34 "Male" "$75-99" "Heterosexual" "College" "Computer" "Other"
0 50 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Married"
0 35 "Female" "$50-74" "Heterosexual" "Masters" "Management" "Divorced"
1 21 "Female" "$10-19" "Heterosexual" "Some College" "Education" "Single"
0 50 "Female" "$50-74" "Heterosexual" "Doctoral" "Computer" "Divorced"
0 27 "Male" "$10-19" "Heterosexual" "Professional" "Education" "Married"
0 23 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Married"
0 27 "Female" "$30-39" "Heterosexual" "Masters" "Management" "Single"
1 22 "Female" "$10-19" "Heterosexual" "Some College" "Professional" "Separated"
0 51 "Male" "$50-74" "Heterosexual" "Masters" "Education" "Married"
0 53 "Male" "$20-29" "Heterosexual" "Some College" "Computer" "Married"
0 37 "Male" "$30-39" "Heterosexual" "Some College" "Other" "Single"
1 34 "Female" "$30-39" "Heterosexual" "College" "Education" "Married"
0 25 "Male" "$50-74" "Heterosexual" "College" "Management" "Single"
0 55 "Male" "$75-99" "Heterosexual" "College" "Computer" "Married"
0 19 "Male" "Over $100" "Heterosexual" "High School" "Education" "Single"
0 37 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 36 "Male" "$50-74" "Heterosexual" "Masters" "Management" "Married"
0 40 "Female" "$30-39" "Heterosexual" "Masters" "Education" "Single"
1 24 "Female" "$50-74" "Heterosexual" "College" "Professional" "Single"
0 21 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 41 "Male" "Over $100" "Heterosexual" "Masters" "Management" "Married"
1 53 "Male" "$75-99" "Gay male" "Some College" "Other" "Married"
0 24 "Male" "Under $10" "Heterosexual" "College" "Computer" "Other"
0 13 "Male" "Over $100" "Heterosexual" "High School" "Education" "Single"
0 29 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
0 28 "Male" "Under $10" "Heterosexual" "Professional" "Education" "Single"
1 39 "Female" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 51 "Female" "Over $100" "Heterosexual" "Some College" "Computer" "Married"
0 21 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 18 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 22 "Female" "$50-74" "Heterosexual" "Some College" "Computer" "Other"
0 43 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 37 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
1 50 "Male" "$40-49" "Heterosexual" "High School" "Other" "Married"
0 31 "Male" "$40-49" "Heterosexual" "Masters" "Computer" "Married"
0 50 "Female" "$50-74" "Heterosexual" "Some College" "Other" "Married"
0 21 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
1 47 "Female" "$50-74" "Heterosexual" "Special" "Other" "Married"
0 47 "Male" "Over $100" "Heterosexual" "Some College" "Computer" "Married"
0 22 "Male" "Over $100" "Heterosexual" "College" "Professional" "Single"
0 63 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 44 "Female" "$10-19" "Heterosexual" "High School" "Computer" "Separated"
0 26 "Female" "$50-74" "Heterosexual" "Masters" "Computer" "Married"
0 47 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Single"
0 21 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 62 "Male" "$40-49" "Heterosexual" "Masters" "Other" "Married"
0 42 "Male" "$50-74" "Bisexual" "High School" "Other" "Divorced"
1 30 "Female" "$50-74" "Lesbian" "Masters" "Professional" "Other"
0 21 "Male" "$40-49" "Heterosexual" "College" "Computer" "Single"
0 59 "Male" "$20-29" "Heterosexual" "Some College" "Other" "Married"
0 37 "Male" "$50-74" "Heterosexual" "Doctoral" "Education" "Married"
0 29 "Female" "$30-39" "Lesbian" "Doctoral" "Computer" "Other"
1 19 "Female" "$50-74" "Heterosexual" "High School" "Professional" "Single"
0 29 "Male" "$50-74" "Heterosexual" "Masters" "Professional" "Married"
0 27 "Male" "$50-74" "Heterosexual" "College" "Management" "Married"
1 51 "Female" "$50-74" "Heterosexual" "College" "Education" "Married"
0 48 "Male" "$40-49" "Heterosexual" "College" "Management" "Married"
1 62 "Male" "$50-74" "Heterosexual" "Masters" "Education" "Married"
1 38 "Male" "$40-49" "Heterosexual" "Masters" "Management" "Single"
0 28 "Female" "$30-39" "Heterosexual" "College" "Computer" "Single"
0 25 "Male" "$10-19" "Heterosexual" "Some College" "Computer" "Married"
0 32 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
1 17 "Male" "$10-19" "Heterosexual" "Grammar" "Education" "Single"
0 37 "Male" "$30-39" "Heterosexual" "Some College" "Professional" "Other"
0 26 "Male" "Under $10" "Heterosexual" "College" "Professional" "Single"
1 47 "Male" "$10-19" "Heterosexual" "Masters" "Computer" "Single"
0 28 "Male" "$30-39" "Heterosexual" "College" "Management" "Other"
0 32 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
0 24 "Male" "$30-39" "Heterosexual" "Some College" "Education" "Single"
1 48 "Male" "$75-99" "Heterosexual" "Masters" "Other" "Married"
0 20 "Male" "$20-29" "Heterosexual" "Some College" "Education" "Single"
0 35 "Male" "Over $100" "Heterosexual" "College" "Computer" "Married"
0 34 "Female" "Over $100" "Heterosexual" "Masters" "Management" "Married"
0 25 "Male" "$50-74" "Heterosexual" "College" "Computer" "Other"
0 33 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
0 40 "Male" "$50-74" "Heterosexual" "College" "Computer" "Single"
1 19 "Female" "$40-49" "Heterosexual" "Some College" "Education" "Single"
1 38 "Male" "$20-29" "Heterosexual" "Masters" "Education" "Married"
0 25 "Male" "$40-49" "Bisexual" "Some College" "Computer" "Married"
0 42 "Male" "$20-29" "Heterosexual" "Masters" "Education" "Single"
0 25 "Female" "$50-74" "Heterosexual" "College" "Education" "Married"
1 51 "Male" "$50-74" "Heterosexual" "College" "Management" "Married"
0 24 "Male" "$20-29" "Heterosexual" "Masters" "Education" "Single"
0 21 "Male" "Under $10" "Heterosexual" "High School" "Education" "Single"
0 27 "Female" "$75-99" "Heterosexual" "College" "Professional" "Other"
0 30 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
0 26 "Male" "Over $100" "Heterosexual" "College" "Management" "Single"
0 36 "Male" "Over $100" "Heterosexual" "Masters" "Education" "Married"
0 32 "Male" "$20-29" "Heterosexual" "College" "Professional" "Married"
0 27 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
0 50 "Male" "$10-19" "Heterosexual" "College" "Other" "Divorced"
0 23 "Female" "$75-99" "Heterosexual" "Some College" "Education" "Other"
0 34 "Male" "$50-74" "Heterosexual" "College" "Computer" "Single"
0 35 "Male" "$50-74" "Heterosexual" "College" "Professional" "Single"
0 50 "Male" "$50-74" "Heterosexual" "Masters" "Management" "Married"
0 45 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
1 18 "Female" "$50-74" "Heterosexual" "High School" "Education" "Single"
1 31 "Female" "Over $100" "Heterosexual" "College" "Computer" "Married"
0 27 "Female" "$20-29" "Heterosexual" "College" "Other" "Other"
0 20 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
1 5 "Male" "$50-74" "Heterosexual" "College" "Professional" "Single"
1 42 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
0 42 "Male" "$30-39" "Heterosexual" "Masters" "Professional" "Single"
0 37 "Male" "$30-39" "Gay male" "Doctoral" "Education" "Single"
0 25 "Male" "Over $100" "Heterosexual" "College" "Computer" "Single"
0 37 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Married"
1 52 "Female" "$50-74" "Heterosexual" "Masters" "Education" "Married"
0 29 "Male" "$50-74" "Heterosexual" "Professional" "Professional" "Married"
1 52 "Male" "$50-74" "Heterosexual" "College" "Education" "Married"
0 22 "Female" "Under $10" "Heterosexual" "College" "Education" "Single"
0 29 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Single"
1 54 "Male" "Over $100" "Heterosexual" "Some College" "Professional" "Married"
0 18 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
1 28 "Male" "$30-39" "Gay male" "Some College" "Other" "Other"
0 21 "Male" "$75-99" "Heterosexual" "Some College" "Education" "Single"
0 36 "Female" "$10-19" "Heterosexual" "Masters" "Other" "Single"
0 27 "Male" "$75-99" "Heterosexual" "Some College" "Computer" "Married"
0 30 "Male" "Over $100" "Heterosexual" "Doctoral" "Management" "Other"
1 19 "Male" "Under $10" "Heterosexual" "High School" "Education" "Single"
0 26 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
1 24 "Male" "$10-19" "Heterosexual" "Some College" "Education" "Married"
0 51 "Male" "Over $100" "Heterosexual" "Masters" "Management" "Married"
0 48 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 25 "Female" "$20-29" "Heterosexual" "Some College" "Professional" "Single"
1 38 "Female" "$30-39" "Heterosexual" "Special" "Other" "Married"
1 38 "Male" "$40-49" "Heterosexual" "College" "Management" "Single"
0 30 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
1 21 "Male" "$10-19" "Heterosexual" "High School" "Education" "Single"
0 50 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Other"
0 21 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 53 "Male" "$40-49" "Heterosexual" "High School" "Professional" "Married"
0 37 "Male" "Over $100" "Heterosexual" "College" "Computer" "Married"
0 34 "Male" "$75-99" "Heterosexual" "College" "Computer" "Single"
0 46 "Female" "$75-99" "Heterosexual" "Some College" "Computer" "Married"
0 48 "Male" "$30-39" "Heterosexual" "Masters" "Professional" "Divorced"
1 47 "Male" "$50-74" "Bisexual" "Some College" "Management" "Married"
0 25 "Female" "$40-49" "Heterosexual" "College" "Education" "Married"
0 29 "Male" "$75-99" "Heterosexual" "College" "Computer" "Married"
0 16 "Male" "$40-49" "Heterosexual" "High School" "Education" "Single"
0 40 "Female" "$20-29" "Heterosexual" "College" "Computer" "Separated"
0 38 "Male" "$50-74" "Gay male" "Some College" "Management" "Other"
0 49 "Male" "$30-39" "Heterosexual" "College" "Computer" "Separated"
0 27 "Female" "$30-39" "Heterosexual" "Special" "Computer" "Other"
0 38 "Female" "$50-74" "Heterosexual" "College" "Professional" "Married"
1 50 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 64 "Male" "Over $100" "Heterosexual" "Masters" "Professional" "Married"
0 44 "Male" "Over $100" "Heterosexual" "Professional" "Professional" "Married"
0 33 "Male" "$50-74" "Heterosexual" "Doctoral" "Education" "Married"
0 43 "Female" "$10-19" "Heterosexual" "Some College" "Computer" "Married"
0 32 "Male" "$50-74" "Gay male" "Some College" "Computer" "Other"
0 50 "Male" "Over $100" "Heterosexual" "College" "Other" "Married"
0 33 "Female" "Over $100" "Heterosexual" "Masters" "Management" "Married"
0 30 "Female" "Over $100" "Heterosexual" "Some College" "Computer" "Other"
0 32 "Male" "$20-29" "Heterosexual" "Doctoral" "Education" "Married"
1 76 "Male" "Under $10" "Heterosexual" "College" "Professional" "Married"
0 39 "Male" "Over $100" "Heterosexual" "Masters" "Computer" "Married"
1 46 "Male" "$75-99" "Heterosexual" "College" "Management" "Married"
0 73 "Male" "$75-99" "Heterosexual" "Some College" "Management" "Divorced"
1 37 "Female" "$30-39" "Heterosexual" "High School" "Computer" "Divorced"
0 37 "Male" "$10-19" "Bisexual" "High School" "Professional" "Married"
0 43 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Single"
1 18 "Female" "$30-39" "Heterosexual" "High School" "Education" "Single"
0 44 "Male" "$10-19" "Heterosexual" "College" "Computer" "Other"
0 29 "Female" "$50-74" "Heterosexual" "Doctoral" "Education" "Single"
0 42 "Male" "$75-99" "Heterosexual" "Masters" "Computer" "Married"
0 32 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Married"
0 21 "Male" "Over $100" "Heterosexual" "Some College" "Education" "Single"
0 41 "Male" "$50-74" "Heterosexual" "College" "Management" "Married"
0 26 "Female" "Under $10" "Heterosexual" "Masters" "Education" "Single"
0 47 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
0 43 "Male" "Over $100" "Heterosexual" "College" "Computer" "Married"
1 64 "Male" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 43 "Male" "$75-99" "Heterosexual" "Masters" "Computer" "Single"
0 18 "Male" "$10-19" "Heterosexual" "High School" "Computer" "Single"
0 30 "Female" "$75-99" "Heterosexual" "Professional" "Professional" "Married"
0 23 "Male" "$10-19" "Heterosexual" "Masters" "Education" "Other"
0 23 "Male" "$75-99" "Heterosexual" "Some College" "Education" "Single"
0 23 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Single"
